deposit the first,age,gender,gift,mobile banking,special benefits,label
2940,7,Both,no,no,yes,Sapiri Account-Sampayh bank
2950,8,Both,no,no,yes,Sapiri Account-Sampayh bank
2960,9,Both,no,no,yes,Sapiri Account-Sampayh bank
2970,10,Both,no,no,yes,Sapiri Account-Sampayh bank
2980,11,Both,no,no,yes,Sapiri Account-Sampayh bank
2990,12,Both,no,no,yes,Sapiri Account-Sampayh bank
3000,13,Both,no,no,yes,Sapiri Account-Sampayh bank
3010,14,Both,no,no,yes,Sapiri Account-Sampayh bank
3020,15,Both,no,no,yes,Sapiri Account-Sampayh bank
3030,16,Both,no,no,yes,Sapiri Account-Sampayh bank
3040,17,Both,no,no,yes,Sapiri Account-Sampayh bank
3050,18,Both,no,no,yes,Sapiri Account-Sampayh bank
3060,6,Both,no,no,yes,Sapiri Account-Sampayh bank
3070,7,Both,no,no,yes,Sapiri Account-Sampayh bank
3080,8,Both,no,no,yes,Sapiri Account-Sampayh bank
3090,9,Both,no,no,yes,Sapiri Account-Sampayh bank
3100,10,Both,no,no,yes,Sapiri Account-Sampayh bank
3110,11,Both,no,no,yes,Sapiri Account-Sampayh bank
3120,12,Both,no,no,yes,Sapiri Account-Sampayh bank
3130,13,Both,no,no,yes,Sapiri Account-Sampayh bank
3140,14,Both,no,no,yes,Sapiri Account-Sampayh bank
3150,15,Both,no,no,yes,Sapiri Account-Sampayh bank
3160,16,Both,no,no,yes,Sapiri Account-Sampayh bank
3170,17,Both,no,no,yes,Sapiri Account-Sampayh bank
3180,18,Both,no,no,yes,Sapiri Account-Sampayh bank
3190,6,Both,no,no,yes,Sapiri Account-Sampayh bank
3200,7,Both,no,no,yes,Sapiri Account-Sampayh bank
3210,8,Both,no,no,yes,Sapiri Account-Sampayh bank
3220,9,Both,no,no,yes,Sapiri Account-Sampayh bank
3230,10,Both,no,no,yes,Sapiri Account-Sampayh bank
3240,11,Both,no,no,yes,Sapiri Account-Sampayh bank
3250,12,Both,no,no,yes,Sapiri Account-Sampayh bank
3260,13,Both,no,no,yes,Sapiri Account-Sampayh bank
3270,14,Both,no,no,yes,Sapiri Account-Sampayh bank
3280,15,Both,no,no,yes,Sapiri Account-Sampayh bank
3290,16,Both,no,no,yes,Sapiri Account-Sampayh bank
3300,17,Both,no,no,yes,Sapiri Account-Sampayh bank
3310,18,Both,no,no,yes,Sapiri Account-Sampayh bank
3320,6,Both,no,no,yes,Sapiri Account-Sampayh bank
3330,7,Both,no,no,yes,Sapiri Account-Sampayh bank
3340,8,Both,no,no,yes,Sapiri Account-Sampayh bank
3350,9,Both,no,no,yes,Sapiri Account-Sampayh bank
3360,10,Both,no,no,yes,Sapiri Account-Sampayh bank
3370,11,Both,no,no,yes,Sapiri Account-Sampayh bank
3380,12,Both,no,no,yes,Sapiri Account-Sampayh bank
3390,13,Both,no,no,yes,Sapiri Account-Sampayh bank
3400,14,Both,no,no,yes,Sapiri Account-Sampayh bank
3410,15,Both,no,no,yes,Sapiri Account-Sampayh bank
3420,16,Both,no,no,yes,Sapiri Account-Sampayh bank
3430,17,Both,no,no,yes,Sapiri Account-Sampayh bank
3440,18,Both,no,no,yes,Sapiri Account-Sampayh bank
3450,6,Both,no,no,yes,Sapiri Account-Sampayh bank
3460,7,Both,no,no,yes,Sapiri Account-Sampayh bank
3470,8,Both,no,no,yes,Sapiri Account-Sampayh bank
3480,9,Both,no,no,yes,Sapiri Account-Sampayh bank
3490,10,Both,no,no,yes,Sapiri Account-Sampayh bank
3500,11,Both,no,no,yes,Sapiri Account-Sampayh bank
3510,12,Both,no,no,yes,Sapiri Account-Sampayh bank
3520,13,Both,no,no,yes,Sapiri Account-Sampayh bank
3530,14,Both,no,no,yes,Sapiri Account-Sampayh bank
3540,15,Both,no,no,yes,Sapiri Account-Sampayh bank
3550,16,Both,no,no,yes,Sapiri Account-Sampayh bank
3560,17,Both,no,no,yes,Sapiri Account-Sampayh bank
3570,18,Both,no,no,yes,Sapiri Account-Sampayh bank
3580,6,Both,no,no,yes,Sapiri Account-Sampayh bank
3590,7,Both,no,no,yes,Sapiri Account-Sampayh bank
3600,8,Both,no,no,yes,Sapiri Account-Sampayh bank
3610,9,Both,no,no,yes,Sapiri Account-Sampayh bank
3620,10,Both,no,no,yes,Sapiri Account-Sampayh bank
3630,11,Both,no,no,yes,Sapiri Account-Sampayh bank
3640,12,Both,no,no,yes,Sapiri Account-Sampayh bank
3650,13,Both,no,no,yes,Sapiri Account-Sampayh bank
3660,14,Both,no,no,yes,Sapiri Account-Sampayh bank
3670,15,Both,no,no,yes,Sapiri Account-Sampayh bank
3680,16,Both,no,no,yes,Sapiri Account-Sampayh bank
3690,17,Both,no,no,yes,Sapiri Account-Sampayh bank
3700,18,Both,no,no,yes,Sapiri Account-Sampayh bank
3710,6,Both,no,no,yes,Sapiri Account-Sampayh bank
3720,7,Both,no,no,yes,Sapiri Account-Sampayh bank
3730,8,Both,no,no,yes,Sapiri Account-Sampayh bank
3740,9,Both,no,no,yes,Sapiri Account-Sampayh bank
3750,10,Both,no,no,yes,Sapiri Account-Sampayh bank
3760,11,Both,no,no,yes,Sapiri Account-Sampayh bank
3770,12,Both,no,no,yes,Sapiri Account-Sampayh bank
3780,13,Both,no,no,yes,Sapiri Account-Sampayh bank
3790,14,Both,no,no,yes,Sapiri Account-Sampayh bank
3800,15,Both,no,no,yes,Sapiri Account-Sampayh bank
3810,16,Both,no,no,yes,Sapiri Account-Sampayh bank
3820,17,Both,no,no,yes,Sapiri Account-Sampayh bank
3830,18,Both,no,no,yes,Sapiri Account-Sampayh bank
3840,6,Both,no,no,yes,Sapiri Account-Sampayh bank
3850,7,Both,no,no,yes,Sapiri Account-Sampayh bank
3860,8,Both,no,no,yes,Sapiri Account-Sampayh bank
3870,9,Both,no,no,yes,Sapiri Account-Sampayh bank
3880,10,Both,no,no,yes,Sapiri Account-Sampayh bank
3890,11,Both,no,no,yes,Sapiri Account-Sampayh bank
3900,12,Both,no,no,yes,Sapiri Account-Sampayh bank
3910,13,Both,no,no,yes,Sapiri Account-Sampayh bank
3920,14,Both,no,no,yes,Sapiri Account-Sampayh bank
3930,15,Both,no,no,yes,Sapiri Account-Sampayh bank
3940,16,Both,no,no,yes,Sapiri Account-Sampayh bank
3950,17,Both,no,no,yes,Sapiri Account-Sampayh bank
3960,18,Both,no,no,yes,Sapiri Account-Sampayh bank
3970,6,Both,no,no,yes,Sapiri Account-Sampayh bank
3980,7,Both,no,no,yes,Sapiri Account-Sampayh bank
3990,8,Both,no,no,yes,Sapiri Account-Sampayh bank
4000,9,Both,no,no,yes,Sapiri Account-Sampayh bank
4010,10,Both,no,no,yes,Sapiri Account-Sampayh bank
4020,11,Both,no,no,yes,Sapiri Account-Sampayh bank
4030,12,Both,no,no,yes,Sapiri Account-Sampayh bank
4040,13,Both,no,no,yes,Sapiri Account-Sampayh bank
4050,14,Both,no,no,yes,Sapiri Account-Sampayh bank
4060,15,Both,no,no,yes,Sapiri Account-Sampayh bank
4070,16,Both,no,no,yes,Sapiri Account-Sampayh bank
4080,17,Both,no,no,yes,Sapiri Account-Sampayh bank
4090,18,Both,no,no,yes,Sapiri Account-Sampayh bank
4100,6,Both,no,no,yes,Sapiri Account-Sampayh bank
4110,7,Both,no,no,yes,Sapiri Account-Sampayh bank
4120,8,Both,no,no,yes,Sapiri Account-Sampayh bank
4130,9,Both,no,no,yes,Sapiri Account-Sampayh bank
4140,10,Both,no,no,yes,Sapiri Account-Sampayh bank
4150,11,Both,no,no,yes,Sapiri Account-Sampayh bank
4160,12,Both,no,no,yes,Sapiri Account-Sampayh bank
4170,13,Both,no,no,yes,Sapiri Account-Sampayh bank
4180,14,Both,no,no,yes,Sapiri Account-Sampayh bank
4190,15,Both,no,no,yes,Sapiri Account-Sampayh bank
4200,16,Both,no,no,yes,Sapiri Account-Sampayh bank
4210,17,Both,no,no,yes,Sapiri Account-Sampayh bank
4220,18,Both,no,no,yes,Sapiri Account-Sampayh bank
4230,6,Both,no,no,yes,Sapiri Account-Sampayh bank
4240,7,Both,no,no,yes,Sapiri Account-Sampayh bank
4250,8,Both,no,no,yes,Sapiri Account-Sampayh bank
4260,9,Both,no,no,yes,Sapiri Account-Sampayh bank
4270,10,Both,no,no,yes,Sapiri Account-Sampayh bank
4280,11,Both,no,no,yes,Sapiri Account-Sampayh bank
4290,12,Both,no,no,yes,Sapiri Account-Sampayh bank
4300,13,Both,no,no,yes,Sapiri Account-Sampayh bank
4310,14,Both,no,no,yes,Sapiri Account-Sampayh bank
4320,15,Both,no,no,yes,Sapiri Account-Sampayh bank
4330,16,Both,no,no,yes,Sapiri Account-Sampayh bank
4340,17,Both,no,no,yes,Sapiri Account-Sampayh bank
4350,18,Both,no,no,yes,Sapiri Account-Sampayh bank
4360,6,Both,no,no,yes,Sapiri Account-Sampayh bank
4370,7,Both,no,no,yes,Sapiri Account-Sampayh bank
4380,8,Both,no,no,yes,Sapiri Account-Sampayh bank
4390,9,Both,no,no,yes,Sapiri Account-Sampayh bank
4400,10,Both,no,no,yes,Sapiri Account-Sampayh bank
4410,11,Both,no,no,yes,Sapiri Account-Sampayh bank
4420,12,Both,no,no,yes,Sapiri Account-Sampayh bank
4430,13,Both,no,no,yes,Sapiri Account-Sampayh bank
4440,14,Both,no,no,yes,Sapiri Account-Sampayh bank
4450,15,Both,no,no,yes,Sapiri Account-Sampayh bank
4460,16,Both,no,no,yes,Sapiri Account-Sampayh bank
4470,17,Both,no,no,yes,Sapiri Account-Sampayh bank
4480,18,Both,no,no,yes,Sapiri Account-Sampayh bank
4490,6,Both,no,no,yes,Sapiri Account-Sampayh bank
4500,7,Both,no,no,yes,Sapiri Account-Sampayh bank
4510,8,Both,no,no,yes,Sapiri Account-Sampayh bank
4520,9,Both,no,no,yes,Sapiri Account-Sampayh bank
4530,10,Both,no,no,yes,Sapiri Account-Sampayh bank
4540,11,Both,no,no,yes,Sapiri Account-Sampayh bank
4550,12,Both,no,no,yes,Sapiri Account-Sampayh bank
4560,13,Both,no,no,yes,Sapiri Account-Sampayh bank
4570,14,Both,no,no,yes,Sapiri Account-Sampayh bank
4580,15,Both,no,no,yes,Sapiri Account-Sampayh bank
4590,16,Both,no,no,yes,Sapiri Account-Sampayh bank
4600,17,Both,no,no,yes,Sapiri Account-Sampayh bank
4610,18,Both,no,no,yes,Sapiri Account-Sampayh bank
4620,6,Both,no,no,yes,Sapiri Account-Sampayh bank
4630,7,Both,no,no,yes,Sapiri Account-Sampayh bank
4640,8,Both,no,no,yes,Sapiri Account-Sampayh bank
4650,9,Both,no,no,yes,Sapiri Account-Sampayh bank
4660,10,Both,no,no,yes,Sapiri Account-Sampayh bank
4670,11,Both,no,no,yes,Sapiri Account-Sampayh bank
4680,12,Both,no,no,yes,Sapiri Account-Sampayh bank
4690,13,Both,no,no,yes,Sapiri Account-Sampayh bank
4700,14,Both,no,no,yes,Sapiri Account-Sampayh bank
4710,15,Both,no,no,yes,Sapiri Account-Sampayh bank
4720,16,Both,no,no,yes,Sapiri Account-Sampayh bank
4730,17,Both,no,no,yes,Sapiri Account-Sampayh bank
4740,18,Both,no,no,yes,Sapiri Account-Sampayh bank
4750,6,Both,no,no,yes,Sapiri Account-Sampayh bank
4760,7,Both,no,no,yes,Sapiri Account-Sampayh bank
4770,8,Both,no,no,yes,Sapiri Account-Sampayh bank
4780,9,Both,no,no,yes,Sapiri Account-Sampayh bank
4790,10,Both,no,no,yes,Sapiri Account-Sampayh bank
4800,11,Both,no,no,yes,Sapiri Account-Sampayh bank
4810,12,Both,no,no,yes,Sapiri Account-Sampayh bank
4820,13,Both,no,no,yes,Sapiri Account-Sampayh bank
4830,14,Both,no,no,yes,Sapiri Account-Sampayh bank
4840,15,Both,no,no,yes,Sapiri Account-Sampayh bank
4850,16,Both,no,no,yes,Sapiri Account-Sampayh bank
4860,17,Both,no,no,yes,Sapiri Account-Sampayh bank
4870,18,Both,no,no,yes,Sapiri Account-Sampayh bank
4880,6,Both,no,no,yes,Sapiri Account-Sampayh bank
4890,7,Both,no,no,yes,Sapiri Account-Sampayh bank
4900,8,Both,no,no,yes,Sapiri Account-Sampayh bank
4910,9,Both,no,no,yes,Sapiri Account-Sampayh bank
4920,10,Both,no,no,yes,Sapiri Account-Sampayh bank
4930,11,Both,no,no,yes,Sapiri Account-Sampayh bank
4940,12,Both,no,no,yes,Sapiri Account-Sampayh bank
4950,13,Both,no,no,yes,Sapiri Account-Sampayh bank
4960,14,Both,no,no,yes,Sapiri Account-Sampayh bank
4970,15,Both,no,no,yes,Sapiri Account-Sampayh bank
4980,16,Both,no,no,yes,Sapiri Account-Sampayh bank
4990,17,Both,no,no,yes,Sapiri Account-Sampayh bank
5000,18,Both,no,no,yes,Sapiri Account-Sampayh bank
5010,6,Both,no,no,yes,Sapiri Account-Sampayh bank
5020,7,Both,no,no,yes,Sapiri Account-Sampayh bank
5030,8,Both,no,no,yes,Sapiri Account-Sampayh bank
5040,9,Both,no,no,yes,Sapiri Account-Sampayh bank
5050,10,Both,no,no,yes,Sapiri Account-Sampayh bank
5060,11,Both,no,no,yes,Sapiri Account-Sampayh bank
5070,12,Both,no,no,yes,Sapiri Account-Sampayh bank
5080,13,Both,no,no,yes,Sapiri Account-Sampayh bank
5090,14,Both,no,no,yes,Sapiri Account-Sampayh bank
5100,15,Both,no,no,yes,Sapiri Account-Sampayh bank
5110,16,Both,no,no,yes,Sapiri Account-Sampayh bank
5120,17,Both,no,no,yes,Sapiri Account-Sampayh bank
5130,18,Both,no,no,yes,Sapiri Account-Sampayh bank
5140,6,Both,no,no,yes,Sapiri Account-Sampayh bank
5150,7,Both,no,no,yes,Sapiri Account-Sampayh bank
5160,8,Both,no,no,yes,Sapiri Account-Sampayh bank
5170,9,Both,no,no,yes,Sapiri Account-Sampayh bank
5180,10,Both,no,no,yes,Sapiri Account-Sampayh bank
5190,11,Both,no,no,yes,Sapiri Account-Sampayh bank
5200,12,Both,no,no,yes,Sapiri Account-Sampayh bank
5210,13,Both,no,no,yes,Sapiri Account-Sampayh bank
5220,14,Both,no,no,yes,Sapiri Account-Sampayh bank
5230,15,Both,no,no,yes,Sapiri Account-Sampayh bank
5240,16,Both,no,no,yes,Sapiri Account-Sampayh bank
5250,17,Both,no,no,yes,Sapiri Account-Sampayh bank
5260,18,Both,no,no,yes,Sapiri Account-Sampayh bank
5270,6,Both,no,no,yes,Sapiri Account-Sampayh bank
5280,7,Both,no,no,yes,Sapiri Account-Sampayh bank
5290,8,Both,no,no,yes,Sapiri Account-Sampayh bank
5300,9,Both,no,no,yes,Sapiri Account-Sampayh bank
5310,10,Both,no,no,yes,Sapiri Account-Sampayh bank
5320,11,Both,no,no,yes,Sapiri Account-Sampayh bank
5330,12,Both,no,no,yes,Sapiri Account-Sampayh bank
5340,13,Both,no,no,yes,Sapiri Account-Sampayh bank
5350,14,Both,no,no,yes,Sapiri Account-Sampayh bank
5360,15,Both,no,no,yes,Sapiri Account-Sampayh bank
5370,16,Both,no,no,yes,Sapiri Account-Sampayh bank
5380,17,Both,no,no,yes,Sapiri Account-Sampayh bank
5390,18,Both,no,no,yes,Sapiri Account-Sampayh bank
5400,6,Both,no,no,yes,Sapiri Account-Sampayh bank
5410,7,Both,no,no,yes,Sapiri Account-Sampayh bank
5420,8,Both,no,no,yes,Sapiri Account-Sampayh bank
5430,9,Both,no,no,yes,Sapiri Account-Sampayh bank
5440,10,Both,no,no,yes,Sapiri Account-Sampayh bank
5450,11,Both,no,no,yes,Sapiri Account-Sampayh bank
5460,12,Both,no,no,yes,Sapiri Account-Sampayh bank
5470,13,Both,no,no,yes,Sapiri Account-Sampayh bank
5480,14,Both,no,no,yes,Sapiri Account-Sampayh bank
5490,15,Both,no,no,yes,Sapiri Account-Sampayh bank
5500,16,Both,no,no,yes,Sapiri Account-Sampayh bank
5510,17,Both,no,no,yes,Sapiri Account-Sampayh bank
5520,18,Both,no,no,yes,Sapiri Account-Sampayh bank
5530,6,Both,no,no,yes,Sapiri Account-Sampayh bank
5540,7,Both,no,no,yes,Sapiri Account-Sampayh bank
5550,8,Both,no,no,yes,Sapiri Account-Sampayh bank
5560,9,Both,no,no,yes,Sapiri Account-Sampayh bank
5570,10,Both,no,no,yes,Sapiri Account-Sampayh bank
5580,11,Both,no,no,yes,Sapiri Account-Sampayh bank
5590,12,Both,no,no,yes,Sapiri Account-Sampayh bank
5600,13,Both,no,no,yes,Sapiri Account-Sampayh bank
5610,14,Both,no,no,yes,Sapiri Account-Sampayh bank
5620,15,Both,no,no,yes,Sapiri Account-Sampayh bank
5630,16,Both,no,no,yes,Sapiri Account-Sampayh bank
5640,17,Both,no,no,yes,Sapiri Account-Sampayh bank
5650,18,Both,no,no,yes,Sapiri Account-Sampayh bank
5660,6,Both,no,no,yes,Sapiri Account-Sampayh bank
5670,7,Both,no,no,yes,Sapiri Account-Sampayh bank
5680,8,Both,no,no,yes,Sapiri Account-Sampayh bank
5690,9,Both,no,no,yes,Sapiri Account-Sampayh bank
5700,10,Both,no,no,yes,Sapiri Account-Sampayh bank
5710,11,Both,no,no,yes,Sapiri Account-Sampayh bank
5720,12,Both,no,no,yes,Sapiri Account-Sampayh bank
5730,13,Both,no,no,yes,Sapiri Account-Sampayh bank
5740,14,Both,no,no,yes,Sapiri Account-Sampayh bank
5750,15,Both,no,no,yes,Sapiri Account-Sampayh bank
5760,16,Both,no,no,yes,Sapiri Account-Sampayh bank
5770,17,Both,no,no,yes,Sapiri Account-Sampayh bank
5780,18,Both,no,no,yes,Sapiri Account-Sampayh bank
5790,6,Both,no,no,yes,Sapiri Account-Sampayh bank
5800,7,Both,no,no,yes,Sapiri Account-Sampayh bank
5810,8,Both,no,no,yes,Sapiri Account-Sampayh bank
5820,9,Both,no,no,yes,Sapiri Account-Sampayh bank
5830,10,Both,no,no,yes,Sapiri Account-Sampayh bank
5840,11,Both,no,no,yes,Sapiri Account-Sampayh bank
5850,12,Both,no,no,yes,Sapiri Account-Sampayh bank
5860,13,Both,no,no,yes,Sapiri Account-Sampayh bank
5870,14,Both,no,no,yes,Sapiri Account-Sampayh bank
5880,15,Both,no,no,yes,Sapiri Account-Sampayh bank
5890,16,Both,no,no,yes,Sapiri Account-Sampayh bank
5900,17,Both,no,no,yes,Sapiri Account-Sampayh bank
5910,18,Both,no,no,yes,Sapiri Account-Sampayh bank
5920,6,Both,no,no,yes,Sapiri Account-Sampayh bank
5930,7,Both,no,no,yes,Sapiri Account-Sampayh bank
5940,8,Both,no,no,yes,Sapiri Account-Sampayh bank
5950,9,Both,no,no,yes,Sapiri Account-Sampayh bank
5960,10,Both,no,no,yes,Sapiri Account-Sampayh bank
5970,11,Both,no,no,yes,Sapiri Account-Sampayh bank
5980,12,Both,no,no,yes,Sapiri Account-Sampayh bank
5990,13,Both,no,no,yes,Sapiri Account-Sampayh bank
6000,14,Both,no,no,yes,Sapiri Account-Sampayh bank
6010,15,Both,no,no,yes,Sapiri Account-Sampayh bank
6020,16,Both,no,no,yes,Sapiri Account-Sampayh bank
6030,17,Both,no,no,yes,Sapiri Account-Sampayh bank
6040,18,Both,no,no,yes,Sapiri Account-Sampayh bank
6050,6,Both,no,no,yes,Sapiri Account-Sampayh bank
6060,7,Both,no,no,yes,Sapiri Account-Sampayh bank
6070,8,Both,no,no,yes,Sapiri Account-Sampayh bank
6080,9,Both,no,no,yes,Sapiri Account-Sampayh bank
6090,10,Both,no,no,yes,Sapiri Account-Sampayh bank
6100,11,Both,no,no,yes,Sapiri Account-Sampayh bank
6110,12,Both,no,no,yes,Sapiri Account-Sampayh bank
6120,13,Both,no,no,yes,Sapiri Account-Sampayh bank
6130,14,Both,no,no,yes,Sapiri Account-Sampayh bank
6140,15,Both,no,no,yes,Sapiri Account-Sampayh bank
6150,16,Both,no,no,yes,Sapiri Account-Sampayh bank
6160,17,Both,no,no,yes,Sapiri Account-Sampayh bank
6170,18,Both,no,no,yes,Sapiri Account-Sampayh bank
6180,6,Both,no,no,yes,Sapiri Account-Sampayh bank
6190,7,Both,no,no,yes,Sapiri Account-Sampayh bank
6200,8,Both,no,no,yes,Sapiri Account-Sampayh bank
6210,9,Both,no,no,yes,Sapiri Account-Sampayh bank
6220,10,Both,no,no,yes,Sapiri Account-Sampayh bank
6230,11,Both,no,no,yes,Sapiri Account-Sampayh bank
6240,12,Both,no,no,yes,Sapiri Account-Sampayh bank
6250,13,Both,no,no,yes,Sapiri Account-Sampayh bank
6260,14,Both,no,no,yes,Sapiri Account-Sampayh bank
6270,15,Both,no,no,yes,Sapiri Account-Sampayh bank
6280,16,Both,no,no,yes,Sapiri Account-Sampayh bank
6290,17,Both,no,no,yes,Sapiri Account-Sampayh bank
6300,18,Both,no,no,yes,Sapiri Account-Sampayh bank
6310,6,Both,no,no,yes,Sapiri Account-Sampayh bank
6320,7,Both,no,no,yes,Sapiri Account-Sampayh bank
6330,8,Both,no,no,yes,Sapiri Account-Sampayh bank
6340,9,Both,no,no,yes,Sapiri Account-Sampayh bank
6350,10,Both,no,no,yes,Sapiri Account-Sampayh bank
6360,11,Both,no,no,yes,Sapiri Account-Sampayh bank
6370,12,Both,no,no,yes,Sapiri Account-Sampayh bank
6380,13,Both,no,no,yes,Sapiri Account-Sampayh bank
6390,14,Both,no,no,yes,Sapiri Account-Sampayh bank
6400,15,Both,no,no,yes,Sapiri Account-Sampayh bank
6410,16,Both,no,no,yes,Sapiri Account-Sampayh bank
6420,17,Both,no,no,yes,Sapiri Account-Sampayh bank
6430,18,Both,no,no,yes,Sapiri Account-Sampayh bank
6440,6,Both,no,no,yes,Sapiri Account-Sampayh bank
6450,7,Both,no,no,yes,Sapiri Account-Sampayh bank
6460,8,Both,no,no,yes,Sapiri Account-Sampayh bank
6470,9,Both,no,no,yes,Sapiri Account-Sampayh bank
6480,10,Both,no,no,yes,Sapiri Account-Sampayh bank
6490,11,Both,no,no,yes,Sapiri Account-Sampayh bank
6500,12,Both,no,no,yes,Sapiri Account-Sampayh bank
6510,13,Both,no,no,yes,Sapiri Account-Sampayh bank
6520,14,Both,no,no,yes,Sapiri Account-Sampayh bank
6530,15,Both,no,no,yes,Sapiri Account-Sampayh bank
6540,16,Both,no,no,yes,Sapiri Account-Sampayh bank
6550,17,Both,no,no,yes,Sapiri Account-Sampayh bank
6560,18,Both,no,no,yes,Sapiri Account-Sampayh bank
6570,6,Both,no,no,yes,Sapiri Account-Sampayh bank
6580,7,Both,no,no,yes,Sapiri Account-Sampayh bank
6590,8,Both,no,no,yes,Sapiri Account-Sampayh bank
6600,9,Both,no,no,yes,Sapiri Account-Sampayh bank
6610,10,Both,no,no,yes,Sapiri Account-Sampayh bank
6620,11,Both,no,no,yes,Sapiri Account-Sampayh bank
6630,12,Both,no,no,yes,Sapiri Account-Sampayh bank
6640,13,Both,no,no,yes,Sapiri Account-Sampayh bank
6650,14,Both,no,no,yes,Sapiri Account-Sampayh bank
6660,15,Both,no,no,yes,Sapiri Account-Sampayh bank
6670,16,Both,no,no,yes,Sapiri Account-Sampayh bank
6680,17,Both,no,no,yes,Sapiri Account-Sampayh bank
6690,18,Both,no,no,yes,Sapiri Account-Sampayh bank
6700,6,Both,no,no,yes,Sapiri Account-Sampayh bank
6710,7,Both,no,no,yes,Sapiri Account-Sampayh bank
6720,8,Both,no,no,yes,Sapiri Account-Sampayh bank
6730,9,Both,no,no,yes,Sapiri Account-Sampayh bank
6740,10,Both,no,no,yes,Sapiri Account-Sampayh bank
6750,11,Both,no,no,yes,Sapiri Account-Sampayh bank
6760,12,Both,no,no,yes,Sapiri Account-Sampayh bank
6770,13,Both,no,no,yes,Sapiri Account-Sampayh bank
6780,14,Both,no,no,yes,Sapiri Account-Sampayh bank
6790,15,Both,no,no,yes,Sapiri Account-Sampayh bank
6800,16,Both,no,no,yes,Sapiri Account-Sampayh bank
6810,17,Both,no,no,yes,Sapiri Account-Sampayh bank
6820,18,Both,no,no,yes,Sapiri Account-Sampayh bank
6830,6,Both,no,no,yes,Sapiri Account-Sampayh bank
6840,7,Both,no,no,yes,Sapiri Account-Sampayh bank
6850,8,Both,no,no,yes,Sapiri Account-Sampayh bank
6860,9,Both,no,no,yes,Sapiri Account-Sampayh bank
6870,10,Both,no,no,yes,Sapiri Account-Sampayh bank
6880,11,Both,no,no,yes,Sapiri Account-Sampayh bank
6890,12,Both,no,no,yes,Sapiri Account-Sampayh bank
6900,13,Both,no,no,yes,Sapiri Account-Sampayh bank
6910,14,Both,no,no,yes,Sapiri Account-Sampayh bank
6920,15,Both,no,no,yes,Sapiri Account-Sampayh bank
6930,16,Both,no,no,yes,Sapiri Account-Sampayh bank
6940,17,Both,no,no,yes,Sapiri Account-Sampayh bank
6950,18,Both,no,no,yes,Sapiri Account-Sampayh bank
6960,6,Both,no,no,yes,Sapiri Account-Sampayh bank
6970,7,Both,no,no,yes,Sapiri Account-Sampayh bank
6980,8,Both,no,no,yes,Sapiri Account-Sampayh bank
6990,9,Both,no,no,yes,Sapiri Account-Sampayh bank
7000,10,Both,no,no,yes,Sapiri Account-Sampayh bank
7010,11,Both,no,no,yes,Sapiri Account-Sampayh bank
7020,12,Both,no,no,yes,Sapiri Account-Sampayh bank
7030,13,Both,no,no,yes,Sapiri Account-Sampayh bank
7040,14,Both,no,no,yes,Sapiri Account-Sampayh bank
7050,15,Both,no,no,yes,Sapiri Account-Sampayh bank
7060,16,Both,no,no,yes,Sapiri Account-Sampayh bank
7070,17,Both,no,no,yes,Sapiri Account-Sampayh bank
7080,18,Both,no,no,yes,Sapiri Account-Sampayh bank
7090,6,Both,no,no,yes,Sapiri Account-Sampayh bank
7100,7,Both,no,no,yes,Sapiri Account-Sampayh bank
7110,8,Both,no,no,yes,Sapiri Account-Sampayh bank
7120,9,Both,no,no,yes,Sapiri Account-Sampayh bank
7130,10,Both,no,no,yes,Sapiri Account-Sampayh bank
7140,11,Both,no,no,yes,Sapiri Account-Sampayh bank
7150,12,Both,no,no,yes,Sapiri Account-Sampayh bank
7160,13,Both,no,no,yes,Sapiri Account-Sampayh bank
7170,14,Both,no,no,yes,Sapiri Account-Sampayh bank
7180,15,Both,no,no,yes,Sapiri Account-Sampayh bank
7190,16,Both,no,no,yes,Sapiri Account-Sampayh bank
7200,17,Both,no,no,yes,Sapiri Account-Sampayh bank
7210,18,Both,no,no,yes,Sapiri Account-Sampayh bank
7220,6,Both,no,no,yes,Sapiri Account-Sampayh bank
7230,7,Both,no,no,yes,Sapiri Account-Sampayh bank
7240,8,Both,no,no,yes,Sapiri Account-Sampayh bank
7250,9,Both,no,no,yes,Sapiri Account-Sampayh bank
7260,10,Both,no,no,yes,Sapiri Account-Sampayh bank
7270,11,Both,no,no,yes,Sapiri Account-Sampayh bank
7280,12,Both,no,no,yes,Sapiri Account-Sampayh bank
7290,13,Both,no,no,yes,Sapiri Account-Sampayh bank
7300,14,Both,no,no,yes,Sapiri Account-Sampayh bank
7310,15,Both,no,no,yes,Sapiri Account-Sampayh bank
7320,16,Both,no,no,yes,Sapiri Account-Sampayh bank
7330,17,Both,no,no,yes,Sapiri Account-Sampayh bank
7340,18,Both,no,no,yes,Sapiri Account-Sampayh bank
7350,6,Both,no,no,yes,Sapiri Account-Sampayh bank
7360,7,Both,no,no,yes,Sapiri Account-Sampayh bank
7370,8,Both,no,no,yes,Sapiri Account-Sampayh bank
7380,9,Both,no,no,yes,Sapiri Account-Sampayh bank
7390,10,Both,no,no,yes,Sapiri Account-Sampayh bank
7400,11,Both,no,no,yes,Sapiri Account-Sampayh bank
7410,12,Both,no,no,yes,Sapiri Account-Sampayh bank
7420,13,Both,no,no,yes,Sapiri Account-Sampayh bank
7430,14,Both,no,no,yes,Sapiri Account-Sampayh bank
